121, 2015-1 ,4169,8.3,历史|杜兰特|世界史|文明史|哲学|美国|社会学
122, 2018-7 ,9596,8.5,肯·福莱特|外国文学|小说|历史|好书，值得一读|英国文学|文学|想读，一定很精彩！
123, 2015-8-1 ,1761,9.3,历史|中国近代史|海外中国研究|柯文|近代史|晚清/近代|社会史|海外汉学
124, 2017-3 ,212,7.6,犹太|历史|以色列|中东|社科|我想读这本书|2017|*北京·中信出版社*
125, 2015-8-19 ,662,9.4,苏联|历史|索尔仁尼琴|文学|俄罗斯文学|俄罗斯|外国文学|俄国
126, 2020-10 ,1099,8.8,文化|文化记忆|哲学与文化|历史|理想国|非虚构|文论|2020
127, 2015-4 ,20290,8.6,哲学|哲学史|科普|有趣|闲趣|好书，值得一读|社科|林欣浩
128, 2015-1 ,8793,7.5,历史|宗教|耶路撒冷|中东|文化|耶路撒冷三千年|政治|世界史
129, 2003-08 ,11872,8.2,历史|吴思|血酬定律|社会学|社会|潜规则|政治|中国历史
130, 2021-7 ,25,8.2,清史|海外中国研究|历史|社会史|明清史|法律史与法律文化|中国史|历史学
131, 2020-3 ,1207,7.5,历史|涨知识|中国|好书，值得一读
132, 2019-8-30 ,2866,7.2,历史|趣味科普|通俗历史|科普|科普读物|中国|文化|2019
133, 2019-12 ,2530,8.5,历史|海外中国研究|社会学|中国历史|社会史|明清史|明史|历史人类学
134, 2016-8-1 ,626,8.8,曾国藩|传记|历史|人物|名人|文学|小说|由此我成了他的粉！
135, 2006-1 ,27688,9.2,科普|量子物理|物理|量子力学|科学史|物理学|科学|哲学
136, 2011-8-26 ,3649,9.3,历史|南明史|顾诚|中国历史|明史|明清史|南明|中国
137, 2021-5-31 ,63,9.2,历史|绘本|儿童文学|童书|我想读这本书|文学|好书，值得一读|想读，一定很精彩！
138, 2000-07 ,8824,7.6,革命|红色经典|小说|红岩|中国文学|历史|中国|文学
139, 2014-5 ,14161,8.8,严歌苓|小说|爱情|人性|中国文学|文革|历史|中国现当代文学
140, 2015-6 ,6136,9.2,李光耀|政治|传记|新加坡|人物|社会|历史|智慧
141, 2017-1 ,44897,8.4,马伯庸|悬疑|小说|唐朝|历史|长安十二时辰|鬼才之思|架空小说
142, 2015-8-20 ,2625,9.3,苏俄文学|瓦西里·格罗斯曼|俄罗斯文学|小说|历史|俄罗斯|外国文学|苏联
143, 2018-12 ,1733,8.2,拉丁美洲|历史|理想国译丛|拉美|世界史|社会史|爱德华多·加莱亚诺|理想国
144, 2010-10 ,27597,8.7,齐邦媛|回忆录|台湾|纪实文学|历史|传记|巨流河|三联书店
145, 2015-6-1 ,2521,9.4,历史|魏晋南北朝史|魏晋南北朝|仇鹿鸣|中国历史|政治史|魏晋|政治
146, 2018-3 ,2878,9.3,俄罗斯|文化史|历史|俄罗斯文学|理想国译丛|苏俄文学|俄国|外国文学
147, 2021-3 ,287,8,科学史|社会学|技术|历史|科学人文|科普|人文|科学
148, 2021-4-1 ,43,8.2,历史|海洋|世界史|海洋史|军事|文化|非虚构|跨文化
149, 2021-3 ,96,8.4,历史|丝绸之路|考古|文明史|汗青堂|文物|物质文化史|物质文化
150, 2018-8 ,1452,8.9,一战|历史|理想国译丛|世界史|欧洲史|理想国|美国|***理想国***
151, 2014-11-10 ,5676,8.6,太平天国|历史|海外中国研究|中国近代史|近代史|中国近现代史|中国历史|清史
152, 2014-9-1 ,3231,8.7,历史|苏联|理想国译丛|政治|社会学|斯大林|社会史|社会
153, 2005-4-1 ,1918,9.1,历史|汤因比|历史研究|历史哲学|世界历史|文化|英国
154, 2021-4 ,120,8,历史|世界史|甲骨文|社会科学文献出版社|绘本|文化|英国|经济学
155, 2019-8 ,4452,8.5,历史|中国史|中国历史|张宏杰|中国|世界史|好书，值得一读|文化
156, 2006-9 ,184859,8.7,历史|明朝那些事儿|当年明月|中国历史|明朝|明史|小说|朱元璋
157, 2005-3 ,23843,8.9,小说|亮剑|战争|都梁|军事|历史|文革|李云龙
158, 1986-6-1 ,15389,9.5,四大名著|三国演义|古典文学|小说|罗贯中|中国古典|三国|文学
159, 2021-4 ,40,8.7,印度|历史|考古|世界史|考古学|历史文化|世界历史|2021
160, 2017-10 ,865,8.7,国际关系|国际政治|文化|社会学|历史|政治|政治学|亨廷顿
161, 2021-3 ,783,7.7,止庵|小说|中国文学|中国当代文学|文学|历史|中国|复仇
162, 2021-4 ,78,9.3,哲学|社会学|虚无主义|译文纪实|思想史|非虚构|历史|2021
163, 2018-8-1 ,1136,8.1,龙|神秘学|古生物|自然科学|文化|中国|历史|脑洞
164, 2010-1 ,1318,9.3,秦晖|社会学|历史|中国|社会|经济学|金雁|经济
165, 2021-6 ,70,7.9,隋唐史|历史|社会史|唐史|中国历史|隋唐五代史|2021|唐
166, 2011-11 ,1406,9.3,历史|中国近代史|近代史|政治|政治学|中国|民国|社会科学文献出版社
167, 2020-9 ,273,9.1,历史|文明史|埃及|古希腊|古罗马|希腊|罗马|历史文化
168, 2017-4 ,7833,8.3,历史|财政|经济|经济史|中国|经济学|社会学|中国历史
169, 2018-6 ,438,9,近代史|历史|茅海建|鸦片战争|近现代史|中国|歷史|2018
170, 2021-3-1 ,119,9.1,西南联大|文学|历史|文化|自我提升|社会学|好书，值得一读
171, 2007-1 ,21337,9.1,历史|黄仁宇|明史|万历十五年|中国历史|明朝|经典|中国
172, 2019-6 ,1243,7.6,饮食|社会学|历史|人类学|饮食文化|科普|食物
173, 2021-4 ,68,8.3,二战|历史|纪实|中国|译林出版社|战争|非虚构|译林
174, 2021-3-1 ,88,8.9,历史|西南联大|文化|2021|陈寅恪|学习|人生必读|中国
175, 2021-1-15 ,320,8.5,历史|中国历史|制度史|政治史|宋史|中国|政治|2021
176, 2017-3-1 ,22528,8.8,世纪三部曲|二战|历史|小说|世界的凛冬|肯·福莱特|肯.福莱特|英国文学
177, 2020-7 ,860,9.1,历史|大屠杀|非洲史|非洲|纪实|2020|三辉策划|大陆
178, 2009-1 ,3152,9.5,历史|资治通鉴|中国历史|司马光|史书|古籍|国学|通史
179, 2018-1-1 ,2578,7.5,历史|中国|中国研究|社会科学|经济|2018|得到|时代
180, 2021-6 ,107,9.3,艺术史|艺术|书法|中国艺术史|历史|中国画|绘画|科幻小说
181, 2020-11 ,645,9,古希腊|历史|希腊史|西方文化|文明|哲学|文化|赵林
182, 2019-10 ,925,9.2,思想史|哲学|思想|历史|人文|社科|文化|简史
183, 2019-7 ,678,9.2,宋史|历史|宋代|中国历史|中国古代史|中国史
184, 2009-1 ,3174,7.8,历史|金一南|中国近代史|军事|政治|中国历史|中国|党史
185, 2021-4 ,61,8.3,制度史|历史学|社会学|历史|中国史|阎步克|社会史|中国
186, 2015-11 ,9839,9.1,切尔诺贝利|纪实文学|纪实|诺贝尔奖|灾难|S.A.阿列克谢耶维奇|历史|外国文学
187, 2013-4 ,2499,9.2,历史|苏联|古拉格|极权|社会史|政治学|苦难|政治
188, 2016-1 ,3832,8.6,历史|世界史|简史|贡布里希|英国|理想国|哲学|广西师大
189, 2003-1 ,7924,9.2,福柯|社会学|哲学|规训与惩罚|西方哲学|法国|思想|监狱
190, 2021-2-15 ,75,8.9,历史社会学|社会学|政治学|历史|宗教|社会理论|美国|新书记
191, 2018-11 ,1756,9,历史|古罗马|罗马|世界史|罗马帝国|古典学|政治|政治学
192, 2016-4-20 ,2279,8.9,历史|唐史|海外中国研究|海外汉学|隋唐史|文化|薛爱华|中国史
193, 2014-9 ,4417,8.7,政治学|政治哲学|政治|社会学|弗朗西斯·福山|理想国译丛|历史|福山
194, 2011-6 ,1912,9.4,历史|田余庆|魏晋南北朝|秦汉史|魏晋南北朝史|中国古代史|中国历史|中国
195, 2015-9-1 ,2540,8.5,严歌苓|女性|历史|抗日|人性|小说|中国文学|中国
196, 2018-4-4 ,15734,7.5,漫画|历史|世界史|轻松搞笑|轻读物|二混子|绘本|好书，值得一读
197, 2006-9 ,1674,8.5,长征|历史|王树增|红军|纪实|中国|中国文学|军事
198, 2004-02 ,6417,8.9,历史|美国|美国历史|光荣与梦想|威廉?曼彻斯特|社会|现代史|文化
199, 2021-7 ,31,9.3,纪实文学|非虚构|历史|推理|社会|外国文学|新闻|美国文学
200, 2015-8-1 ,1735,9.1,历史|唐史|隋唐史|中国史|政治史|中古史|唐朝|中国历史
201, 2018-8 ,6076,9,切尔诺贝利|纪实文学|纪实|阿列克谢耶维奇|白俄罗斯|苏俄文学|外国文学|文学
202, 2012-3 ,3025,8.9,历史|西南联大校史|西南联大|民国|知识分子|近代史|海外中国研究|知识分子研究
203, 2021-6 ,42,6.1,明史|海外中国研究|历史|中国历史|传记|中国史|明清史|明代
204, 2017-11 ,1588,9.1,中国近代史|历史|陈旭麓|近代史|社会学|中国|中国历史|思想史
205, 2019-10 ,2158,9.2,历史|世界史|画册|艺术|文化史|城市|文化|绘本
206, 2020-1 ,576,9.5,历史|魏晋南北朝史|中古史|魏晋南北朝|古代史|史学
207, 2018-11 ,717,7.8,历史|唐朝|好书，值得一读|中国文学|中国|读客图书|纪实|小说
208, 2006-1 ,5482,8.3,历史|张宏杰|明朝|明史|中国历史|通俗历史|历史随笔|中国
209, 2019-11 ,1422,8.4,历史|史记|杨照|司马迁|中国历史|理想国|中国史|中国
210, 2018-5 ,5843,9.2,奥古斯都|古罗马|历史|历史小说|约翰·威廉斯|传记|美国文学|小说
211, 2021-1 ,41,9.5,历史|二战|德国|甲骨文丛书|欧洲史|甲骨文|欧洲研究|社科
212, 1977-4 ,2648,8.5,毛泽东选集|毛泽东|毛泽东思想|政治|哲学|历史|毛选|马克思主义
213, 2020-4 ,2358,7.9,社会学|历史|戴蒙德|世界史|社科|社会|社会史|比较政治学
214, 1982-10 ,1634,9.6,历史|历史地理|地图|工具书|历史地图|中国历史|谭其骧|地理
215, 2021-5 ,24,7.7,澳大利亚|历史|世界史|历史与记忆|历史思考|文化|科普|***理想国***
216, 2010-9 ,2058,9.1,俄罗斯文学|肖洛霍夫|苏联|外国文学|小说|文学|经典|俄罗斯
217, 2003-04-01 ,6587,7.6,溥仪|历史|传记|回忆录|人物传记|清史|我的前半生|中国
218, 2021-6-1 ,52,9.1,金观涛|历史|思想史|大历史|现代性|社会学|哲学|政治哲学
219, 2021-6 ,45,8.2,近代史|历史|毛泽东|日本|共和国史|中国|近代|非虚构
220, 2017-4 ,1725,9.3,纪实|历史|探险|美国|甲骨文丛书|甲骨文|小说
221, 2005-4 ,5764,8.8,民族主义|社会学|人类学|文化研究|政治|民族|历史|本尼迪克特·安德森
222, 2017-1 ,2594,8.5,二战|日本|历史|理想国译丛|传记|日本研究|理想国|社会
223, 2003-10-1 ,3318,9.1,历史|秦晖|社会学|文化|社会|政治哲学|传统|中国
224, 2010-7 ,1896,8.6,历史|回忆录|宫廷|清朝|宫女谈往录|中国历史|慈禧|纪实文学
225, 2015-8 ,1329,9.1,日本|历史|二战|日本史|美国|政治|日本文化|生活·读书·新知三联书店
226, 2013-2 ,2392,8.8,朝鲜战争|历史|沈志华|毛泽东|斯大林|近代史|政治|苏联
227, 2020-6 ,481,9,历史|社会学|种族|政治学|社会|英国|2020|奇怪的东西
228, 2013-3 ,4181,9.3,历史|集中营|普里莫?莱维|回忆录|二战|意大利|意大利文学|人性
229, 2011-7 ,2280,8.3,商业|金融|经济|香港|社会|纪实|历史|东南亚
230, 1998-01 ,2445,9,人类学|宗教|文化|神话|历史|神秘|社会学|人文
231, 2021-7 ,91,8.5,艺术史|巫鸿|艺术|物质文化|艺术评论&理论&艺术史|历史|中国艺术史|视觉
232, 2021-4 ,48,8.7,历史|罗马|甲骨文丛书|小说|历史小说|西塞罗|世界史|外国文学
233, 2018-4 ,427,8.5,回忆录|历史|情报|政治|中国|党史|传记|近现代史
234, 1991-6 ,3719,9.4,毛泽东|毛泽东选集|政治|哲学|马克思主义|历史|革命|毛选
235, 2014-9 ,3136,8.4,政治学|政治哲学|福山|弗朗西斯·福山|历史|历史哲学|社会学|政治
236, 2012-7 ,2591,9.2,传记|梁启超|李鸿章|历史|李鸿章传|人物传记|中国近现代史|中国近代史
237, 2017-1 ,3391,8.6,汉娜·阿伦特|二战|历史|社会学|政治哲学|极权主义、威权主义政权|政治学|德国
238, 2013-2 ,10249,9.1,科普|医学|癌症|医学人文|健康|疾病|社会学|美国
239, 2016-3 ,1241,9.3,何兆武|西南联大|回忆录|口述史|知识分子|传记|近代史|民国
240, 2020-6 ,315,8.6,历史|西方|世界史|文明|经济学|经典|好书，值得一读|经济
241, 2021-5 ,85,8,旅行|游记|阿富汗|中亚|纪实|散文随笔|文化|历史
242, 2021-8 ,10,0,中世纪|艺术史|艺术|意大利|艾柯|安伯托·艾柯|历史|文艺复兴
243, 2021-5 ,820,9.2,西南联大|纪实|非虚构|旅行|文学|非虚构类|中国现当代|中国
244, 2021-4 ,166,8.2,考古|四川|历史|文化|考古学|艺术|2021
245, 2013-10 ,3403,8.7,孔飞力|历史|海外中国研究|中国近代史|政治学|社会学|中国|近代史
246, 2015-12-11 ,579,9.3,历史|中国历史|钱穆|国史大纲|历史学|通史|中国|史學
247, 2021-6 ,21,7.8,时间|全球史|世界史|历史|科普|社会学|思想史|时空
248, 2012-8 ,3397,8.6,法国大革命|历史|托克维尔|政治|政治哲学|法国|政治学、人类学与社会科学|社会
249, 2020-6-1 ,138,8.3,中国近现代史|历史|近代史|法学|政治|中国|2020|非虚构
250, 2020-7-15 ,1019,8.6,切尔诺贝利|历史|苏联|历史与记忆|真相|社会学|美国文学|风险
251, 2020-7 ,273,9.2,二战史|历史|甲骨文丛书|政治学|政治|社会|社会科学文献出版社|英国
252, 2011-1 ,315,8.8,社会史|社会学|历史|历史地理|历史学|中国|中国近代史|环境史
253, 2019-6 ,1181,9.1,互联网|商业|科技|吴军|历史|创业|企业|管理
